#Plane_1v2
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             1098
1    0.84699     0.87711             14738
2    0.29869     0.47186             70617
3    0.25511     0.26522             58515
4    2.54989     1.55908             10291
5    0.50000     0.00000             940
