#Plane_1u1
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             999
1    2.11018     0.97200             17048
2    0.99763     0.43421             46038
3    0.61173     0.32086             63676
4    0.68206     0.61638             27800
5    -2.63689     2.29481             4028
