#Plane_2x2
#Card       tzero  t_zero_err      entries
0    1.28424     1.06810             6626
1    0.68572     0.49508             25982
2    0.33517     0.58108             27150
3    0.79443     0.49134             28255
4    -0.59051     0.47175             29534
5    0.16047     0.47011             30638
6    -5.33802     1.05636             10571
