#Plane_2x1
#Card       tzero  t_zero_err      entries
0    2.57155     1.63898             6027
1    1.56544     0.65742             25921
2    0.02257     0.55273             25576
3    0.40653     0.50155             28263
4    -0.03801     0.38495             29573
5    0.48233     0.66179             30669
6    -3.84298     0.51523             11586
