#Plane_1u2
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             1236
1    1.68723     1.25272             18287
2    1.74805     0.61506             47531
3    0.70723     0.35654             62008
4    -0.43120     1.19094             25520
5    -2.29615     4.50533             3694
