#Plane_1x2
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             1464
1    0.07134     0.62393             27077
2    1.15435     0.63334             29683
3    1.38725     0.55609             30955
4    0.37387     0.50146             32529
5    0.52594     0.64313             31314
6    -10.63933     1.91065             5669
