#Plane_1v1
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             986
1    -0.54190     1.18254             13500
2    -0.04255     0.30496             66842
3    -0.60131     0.29395             62420
4    -0.08446     0.65927             14668
5    0.50000     0.00000             1049
