FirstRunNumber, Poisson1, PoissonErr1, Poisson2, PoissonErr2, Poisson3, PoissonErr3, Poisson4, PoissonErr4, Gaus1, GausErr1, Gaus2, GausErr2, Gaus3, GausErr3, Gaus4, GausErr4
16588,11.7256,0.116379,5.20146,0.0160899,4.87711,0.0122638,6.36789,0.0294321,6.57573,1.9665,1.46865,0.113932,2.10432,0.0881957,4.4302,0.197115
