FirstRunNumber, Poisson1, PoissonErr1, Poisson2, PoissonErr2, Poisson3, PoissonErr3, Poisson4, PoissonErr4, Gaus1, GausErr1, Gaus2, GausErr2, Gaus3, GausErr3, Gaus4, GausErr4
16005,8.56711,1.1196,5.45338,0.134107,4.58593,0.0694783,6.00286,0.146559,23.219,41.9111,9.49789,2.97589,5.99955,62.0877,10.0249,0.253133
