FirstRunNumber, Poisson1, PoissonErr1, Poisson2, PoissonErr2, Poisson3, PoissonErr3, Poisson4, PoissonErr4, Gaus1, GausErr1, Gaus2, GausErr2, Gaus3, GausErr3, Gaus4, GausErr4
13472,10.4468,0.0802924,5.35604,0.0179095,5.00955,0.0149281,6.39902,0.0335157,6.26712,7.87831,5.67911,0.49339,1.60605,0.127024,4.7726,0.340785
