FirstRunNumber, Poisson1, PoissonErr1, Poisson2, PoissonErr2, Poisson3, PoissonErr3, Poisson4, PoissonErr4, Gaus1, GausErr1, Gaus2, GausErr2, Gaus3, GausErr3, Gaus4, GausErr4
12052,9.43002,0.156967,5.77876,0.0558037,5.16738,0.0533078,6.69797,0.117826,39.7787,0.000646544,5.17256,5.91951,4.03197,1.724,14.9413,2.61766
