FirstRunNumber, Poisson1, PoissonErr1, Poisson2, PoissonErr2, Poisson3, PoissonErr3, Poisson4, PoissonErr4, Gaus1, GausErr1, Gaus2, GausErr2, Gaus3, GausErr3, Gaus4, GausErr4
12068,11.7731,0.118261,5.78594,0.0249022,5.09992,0.0219203,6.50762,0.0452047,5.27043,1.96906,6.58254,0.165076,4.00797,0.343615,5.07369,0.695985
