FirstRunNumber, Poisson1, PoissonErr1, Poisson2, PoissonErr2, Poisson3, PoissonErr3, Poisson4, PoissonErr4, Gaus1, GausErr1, Gaus2, GausErr2, Gaus3, GausErr3, Gaus4, GausErr4
15198,12.0671,0.236766,5.50645,0.0363926,4.88647,0.0304066,6.24694,0.0691723,11.3384,0.212448,13.2161,0.56246,3.62435,0.452676,4.62063,0.914885
