! new fit to runs 1245, 1246, and 5166 (xptar, ytar, yptar)
! reconstruction matrix elements for HMS from the NPS experiment at the 6.117GeV momentum setting 
! delta coefficients are inherited from the hms_recon_coeff_2018.dat matrix
! i.e., no delt opt...yet!
! <theta y phi delta | nmpq>;(x**n xp**m y**p yp**q)
! created: 10/18/2024
! zeroth order matrix elements from fitting:
! 0.000581654738 -0.000356451614   0.00064761385
! <theta y phi delta | nmpq>;(x**n xp**m y**p yp**q)
 ---------------------------------------------------------------------
      0.333007493    0.0169940007  -0.00616113648     0.256021141 10000
      -3.01557734    -0.132943904    0.0379883402     0.130192976 01000
    -0.0175275972     -0.41715301     0.262878224   0.00278565265 00100
      0.215903937    -0.222575698     -2.29185774    0.0407874298 00010
     -0.348150778    -0.035608523    0.0103506981    -0.318166729 20000
        2.5414226     0.110676227   -0.0092299012      3.07552684 11000
       5.35307388      1.07952787    -0.498081951       2.1477619 02000
     -0.375961298        1.472159     -0.32819887   -0.0297352223 10100
       2.49289872     0.296858322   0.00764106754     -0.26612453 01100
     0.0461524335  -0.00296060302     0.001065281   -0.0438953228 00200
      0.655390938     -19.8998218      4.64895754    -0.249121889 10010
      -3.29198618     -11.5963353      2.38530227      4.27708696 01010
     -0.536432403     0.657205696      0.17242871     0.475605891 00110
      0.370181238   -0.0348081435    -0.349923548     -3.53478948 00020
       1.27734901   -0.0661075737    0.0454749218     0.936834319 30000
      -20.8591341      1.99505673        -1.20211     -13.5405899 21000
        104.58647     -16.7363458      9.28395243      51.8797642 12000
      -182.855466      34.1833227     -19.9048522      -20.498985 03000
       4.52371207     -3.83032842     0.484695342   -0.0312542194 20100
      -38.4402875      41.4281812      -5.6917363     0.284008412 11100
       72.9042008     -90.2503205      10.2665781      3.95564331 02100
      -1.36426891     0.214705359     0.486215066     0.954315611 10200
       3.36930856     -5.43889667     0.525342515     -7.06883817 01200
       5.10462787    -0.521452649     -1.43464811    -0.358205667 00300
       -32.903512      59.7399737     -10.8840647     -2.74488175 20010
       282.302456     -690.397792      136.482744      10.6819836 11010
      -569.127817      1838.63586      -338.57755      -46.776265 02010
       4.41437107      -24.796383     -1.64060925     0.434687181 10110
       84.9076092      235.522035     -30.6082538      25.6924121 01110
      -40.0848106      50.9835252     -2.64190566      -3.1559352 00210
       61.0845582     -18.9037238      31.3346107      31.9077575 10020
      -806.895455      310.631394     -127.306452     -467.898102 01020
       228.627203      -739.50598      134.765818       34.179037 00120
      -702.742099      3663.87176     -693.762219     -71.5085362 00030
      -4.02599992      1.00087675    -0.388073749     -2.30278775 40000
       90.0087725     -30.6022131      10.9402616      58.0248309 31000
      -640.041793      342.447913     -105.256176     -491.562374 22000
       1575.76838     -1690.20028      395.098727      1718.29721 13000
      -697.802389      2896.95292     -379.123907     -1950.10403 04000
      -13.7872733    0.0286040564     0.228518265     -1.46212838 30100
       172.829545      32.1042353     -17.4736672      47.2957535 21100
      -564.458813     -398.885012      127.483404     -432.372956 12100
        413.01351      1108.81125     -313.333251      1323.39948 03100
       1.49374488       7.1082973      -5.1790735     -1.00472512 20200
      -9.20175822     -8.70348042      32.9821352      16.7434624 11200
      -13.9851729     -55.9693696     -83.2127538     -67.2731587 02200
      -34.0357462     -5.05607867      8.90553906      4.98155457 10300
       19.2658281      5.51874247      15.9397764     -37.4367181 01300
       11.1783537     -2.31636324     0.422581996      3.83526317 00400
       148.804075     -85.3783103      13.3468225      20.4063547 30010
      -1663.11737      1110.19932     -178.149509     -521.870646 21010
         3952.909     -3143.79074       721.92742      4021.85608 12010
       1345.49761     -1828.46933      325.271228     -11081.6594 03010
      -36.0949001      30.6272174      21.7348904     -26.1090659 20110
      -135.571506     -642.303533      39.8533073      343.660595 11110
