#Plane_1v2
#Card       tzero  t_zero_err      entries
0    20.50000     0.00000             84
1    -33.50000     0.00000             530
2    -2.55414     1.10043             2384
3    0.72830     0.68712             13233
4    0.23116     0.50102             17490
5    -0.76011     0.61278             14105
6    1.63456     1.89259             3677
