#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -29.50000     0.00000             1163
1    -25.16259     2.35210             2317
2    -0.03707     1.56714             7524
3    -1.61120     0.67909             18236
4    -0.69680     0.60228             25270
