#Plane_1u1
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             147
1    -19.50000     0.00000             635
2    -0.97706     1.30477             10032
3    0.39026     0.74641             23529
4    -0.41481     0.98113             11095
5    -3.47627     3.32640             4593
6    0.50000     0.00000             543
