#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -39.50000     0.00000             1294
1    -13.75548     1.35991             2409
2    0.37922     1.12115             7859
3    0.55199     0.65827             18597
4    1.07562     0.93132             23996
