#Plane_2v2
#Card       tzero  t_zero_err      entries
0    -9.50000     0.00000             175
1    -29.50000     0.00000             921
2    -0.66829     1.07261             8826
3    0.59363     0.80835             24272
4    -0.48174     0.57388             13183
5    -1.95463     1.02276             6193
6    0.50000     0.00000             1368
