#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -49.50000     0.00000             144
1    -29.50000     0.00000             691
2    4.39656     2.38095             3413
3    1.92111     1.11893             14699
4    1.67648     0.74822             17180
5    -0.70500     1.01898             12637
6    1.56460     2.80135             2400
