#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -9.50000     0.00000             229
1    -19.50000     0.00000             946
2    -1.84067     1.42713             4235
3    -1.01955     1.22531             14949
4    1.80972     0.87875             17116
5    -0.05395     0.68625             13442
6    -1.10319     1.25807             3526
