#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -29.50000     0.00000             885
1    -29.50000     0.00000             1575
2    -0.98882     0.73345             7052
3    -0.11441     0.51072             19379
4    1.66553     0.78914             21706
