#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -1.15821     2.24538             2846
1    1.24526     0.35969             75535
2    1.74173     0.47904             86690
3    1.49702     0.38298             91006
4    0.51420     0.35654             99179
5    1.69420     0.35266             95604
6    3.43215     0.96788             21997
