#Plane_2x2
#Card       tzero  t_zero_err      entries
0    0.48260     0.48108             16884
1    1.51207     0.39358             73228
2    1.00332     0.39488             79686
3    2.04244     0.51821             82337
4    0.26951     0.31481             89981
5    1.10284     0.37437             92134
6    1.68804     0.49967             37782
