#Plane_1v2
#Card       tzero  t_zero_err      entries
0    12.35389     5.55419             3010
1    1.88442     0.52820             39816
2    1.04685     0.21645             193790
3    1.08060     0.20726             194367
4    4.34979     1.10277             30879
5    -2.84940     0.87563             2406
