#Plane_1u2
#Card       tzero  t_zero_err      entries
0    4.64090     2.88496             3476
1    3.31208     0.62412             50407
2    1.51849     0.29282             137604
3    0.60649     0.21101             187236
4    1.08112     0.52058             81433
5    12.91009     2.68972             11254
