#Plane_1v1
#Card       tzero  t_zero_err      entries
0    0.75657     2.64831             2683
1    -1.39201     0.85786             36042
2    0.98947     0.27753             181588
3    0.93326     0.19065             207253
4    0.67908     0.54318             44951
5    -3.11184     1.69959             2653
