#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -49.50000     0.00000             1190
1    -75.58279     14.10958             5653
2    0.30990     0.52715             25625
3    1.77114     0.44098             109327
4    1.06001     0.28055             141721
5    0.56000     0.30980             106913
6    -1.04092     0.62908             19599
