#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -49.50000     0.00000             6726
1    -54.66690     8.09692             11028
2    -0.28015     0.33438             48055
3    0.14012     0.18593             151070
4    -0.52946     0.18022             193055
