#Plane_2v1
#Card       tzero  t_zero_err      entries
0    -49.50000     0.00000             2024
1    -38.85077     5.85733             9094
2    1.24820     0.35527             99256
3    2.21036     0.41023             178713
4    0.96077     0.35981             86098
5    1.40487     0.44370             41654
6    -10.89408     1.56785             7239
