#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -39.50000     0.00000             1237
1    -32.51354     4.99534             5390
2    1.10872     0.39984             83945
3    -0.34519     0.22013             186174
4    0.63352     0.34209             88460
5    0.74898     0.55577             37813
6    -7.66667     3.04897             4597
