#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -49.50000     0.00000             743
1    -49.50000     0.00000             4509
2    -0.46628     0.53246             18920
3    0.15755     0.27759             96574
4    0.19945     0.17885             143736
5    -0.09765     0.29436             118132
6    0.50506     0.48307             30959
