#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -49.50000     0.00000             1192
1    -9.15247     1.17615             6830
2    -2.03662     0.37467             23416
3    0.22126     0.35917             93695
4    2.10082     0.32162             138542
5    -0.07505     0.21591             117141
6    18.15344     2.72026             42913
