#Plane_1u2
#Card       tzero  t_zero_err      entries
0    -29.50000     0.00000             896
1    -57.58193     11.08833             4116
2    2.12889     0.50269             60388
3    0.11069     0.27468             192143
4    1.36691     0.34248             101517
5    3.55008     0.68605             41963
6    -6.09029     1.63419             7541
