#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -76.64888     9.94919             10188
1    -51.31871     6.55307             16571
2    0.71280     0.32174             55493
3    0.45706     0.23951             141756
4    1.57237     0.21954             194890
