#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -35.62949     5.95942             9388
1    -33.53613     4.17185             15915
2    0.17574     0.42494             53294
3    -0.01080     0.18846             138806
4    -0.22075     0.20367             205758
