#Plane_2v1
#Card       tzero  t_zero_err      entries
0    22.50000     0.00000             35
1    24.50000     0.00000             157
2    14.50000     0.00000             599
3    10.50000     0.00000             909
4    10.50000     0.00000             516
5    20.50000     0.00000             263
6    72.50000     0.00000             32
