#Plane_1v1
#Card       tzero  t_zero_err      entries
0    22.50000     0.00000             9
1    30.50000     0.00000             22
2    48.50000     0.00000             70
3    36.50000     0.00000             159
4    10.50000     0.00000             172
5    10.50000     0.00000             117
6    -17.50000     0.00000             28
