#Plane_1u2
#Card       tzero  t_zero_err      entries
0    52.50000     0.00000             3
1    62.50000     0.00000             22
2    44.50000     0.00000             88
3    16.50000     0.00000             203
4    30.50000     0.00000             110
5    54.50000     0.00000             65
6    2.50000     0.00000             16
