#Plane_1v2
#Card       tzero  t_zero_err      entries
0    74.50000     0.00000             6
1    -41.50000     0.00000             19
2    40.50000     0.00000             71
3    12.50000     0.00000             175
4    10.50000     0.00000             189
5    10.50000     0.00000             139
6    70.50000     0.00000             37
