#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -19.50000     0.00000             51
1    104.50000     0.00000             126
2    24.50000     0.00000             267
3    12.50000     0.00000             602
4    10.50000     0.00000             688
5    0.50000     0.00000             523
6    20.50000     0.00000             128
