#Plane_1u1
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             10
1    8.50000     0.00000             24
2    20.50000     0.00000             105
3    26.50000     0.00000             188
4    10.50000     0.00000             87
5    34.50000     0.00000             54
6    42.50000     0.00000             7
