#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -19.50000     0.00000             33
1    -16.50000     0.00000             120
2    40.50000     0.00000             229
3    6.50000     0.00000             543
4    0.50000     0.00000             729
5    0.50000     0.00000             546
6    22.50000     0.00000             201
