CPULT_scaler,CPULT_scaler_uncern,HMS_eLT,HMS_eLT_uncern,HMS_evts,HMS_evts_uncern,HMS_track,HMS_track_uncern,Ktrack,Ktrack_uncern,SHMS_eLT,SHMS_eLT_uncern,SHMS_evts,SHMS_evts_uncern,SHMS_track,SHMS_track_uncern,TRIG1_cut,TRIG1_scaler,TRIG3_cut,TRIG3_scaler,accp_edtm,charge,etrack,etrack_uncern,hadtrack,hadtrack_uncern,pitrack,pitrack_uncern,ps1,ps3,ptrack,ptrack_uncern,run number,sent_edtm,time
0.1310344049447636,0.00013272465962759685,0.9917377252799425,0.0003988194712647159,110983,333.14111124266844,0.9952070884123929,0.00254703769199609,0.8820360894155669,0.012207705650381165,0.938876049351204,0.0006661481364495522,1929,43.9203825119955,0.869719578080782,0.00646800863067276,700152,54036308902.0,714049,7529748447.0,0.0,3369400.291256981,0.995408460296363,0.004670975610071567,0.881553183861449,0.006763361796493106,0.882439129497953,0.008460812354101645,513,65,0.8820360894155669,0.012207705650381165,5149,681722965.0,68171.093985
0.012882866971528517,0.00014706529142778277,0.9993994366814858,0.000164492832968066,76423,276.4471016306736,0.997865847151973,0.0032613845185550296,0.9932375746790391,0.007094413957804153,0.9979194064206094,0.0002539151605601115,8689,93.2148056909416,0.9868683965141307,0.003707696382178705,484879,2895304123.0,417662,1368883543.0,0.0,447539.50241383596,0.9987955653587184,0.005382388775650301,0.9930605701741717,0.0037804919551886595,0.9930282884169195,0.004698586636400867,33,9,0.9932375746790391,0.007094413957804153,5158,897372245.0,89735.639906
0.003925571938330652,0.0001429795690637968,0.9985258132985106,0.0002253058009784494,117131,342.2440649594964,0.9976469372286915,0.0026203192551019485,0.9923851120394986,0.006127542563708225,0.9941043072482157,0.0003427610019746332,11432,106.92053123698928,0.9863425901399646,0.0032216895274366423,735547,7012403082.0,646026,2344539467.0,0.0,1333547.9583758772,0.9983258394719219,0.004368665901684395,0.9927756009858408,0.0032880611133781143,0.9931308197221799,0.004097142600992778,65,17,0.9923851120394986,0.006127542563708225,5157,950599786.0,95058.29661500001
0.0009434369551332145,0.00013480534334660857,0.9961698441779937,0.0002812652739525867,188313,433.95045800183226,0.996743234534689,0.002074595899736097,0.990061438380918,0.007703163438816482,0.9830499987695567,0.00041850135536535725,7079,84.13679337840253,0.9846231560201714,0.004090293645357471,637676,26199974130.0,1060579,6524953358.0,0.0,5048486.332560596,0.99723497813562,0.003482849367246204,0.991294393269794,0.004185372137625006,0.9917326712072242,0.0052344651064900995,257,33,0.990061438380918,0.007703163438816482,5155,1177539073.0,117751.84006800006
0.001345045955233659,0.00014610973454591482,0.9973010337988925,0.000267130206959701,123984,352.113618026909,0.9973869294470951,0.00254454702667983,0.992390493445593,0.006491912651261892,0.9885223109958614,0.0003983115466652317,9951,99.75469913743412,0.9855346819072345,0.0034292618161202294,790940,14607799005.0,684271,3979567000.0,0.0,2866276.7229870493,0.9978937536058022,0.004272863468479908,0.992219688166096,0.003504845445436425,0.9923596201087062,0.004372827428478045,129,33,0.992390493445593,0.006491912651261892,5156,957518986.0,95750.217934
0.0006568577751140392,0.00015835720507867914,0.9954832294260645,0.0003081955284760047,110314,332.1355145117727,0.996349447930277,0.0026720397927941287,0.9918887244016777,0.007806039020441313,0.9785426034574751,0.0004705675905898288,6824,82.60750571225353,0.9842673403766652,0.0041536102562401795,744344,26316046343.0,614161,6296908362.0,0.0,5000830.973483454,0.9968599539459913,0.0045645530635028365,0.9916891408442953,0.004256546860599565,0.9915604522215021,0.005332945252989117,257,65,0.9918887244016777,0.007806039020441313,5154,1011975055.0,101195.71480900001
0.0024109680839863312,0.0002088071518225945,0.9982111804093382,0.0002787975042761662,87841,296.37982387470305,0.9976523213517992,0.0031027783417055766,0.9925938792912864,0.005588614640024615,0.9917092556918836,0.0004433799684812534,13684,116.97863052711807,0.9846753857138983,0.0029718176928014294,1064361,4957663729.0,451321,1472628557.0,0.0,1430190.7061192193,0.9982205258475068,0.00507155634215168,0.9921595810949422,0.003042599112915883,0.9920658351169828,0.003819165416228705,65,33,0.9925938792912864,0.005588614640024615,5159,514649295.0,51464.02874300001
0.13337648786072365,9.307373667460815e-05,0.9916735255424888,0.0003357828046233475,169451,411.64426389784666,0.9950409516588893,0.0020590384092568138,0.9850419554906968,0.010903905187502953,0.9378902491319174,0.0005628773610406979,3178,56.37375275782161,0.9748702155741311,0.005820669743724633,1068290,109491875980.0,1090161,15219095568.0,0.0,6866030.828317606,0.9947984207947898,0.0037810816923701993,0.9864302003430144,0.006077014944923991,0.9877316936175244,0.007618450220245631,513,65,0.9850419554906968,0.010903905187502953,5150,1276428020.0,127640.55638999988
0.36943934633937825,0.002666471093018603,0.9988206240725337,0.0013756018326252415,3105,55.72252686302013,0.999293161335925,0.01878948388467685,0.9943342776203966,0.03059864566851827,0.9813952713536656,0.0029006883737653292,686,26.19160170741759,0.9894072839800048,0.015305871570847791,37173,13686751.0,11035,1079764.0,0.0,1768.6862914403903,0.9996450124245652,0.026638264715776027,0.9930749605151258,0.0155069551755441,0.9925898480918859,0.019141564497428574,65,9,0.9943342776203966,0.03059864566851827,5177,508106.0,50.809737000000005
0.009194176304967883,0.00012796210724278108,0.9997932097926132,8.828923241499615e-05,40218,200.5442594541165,0.9979287262352199,0.0052296188372754834,0.9931655086000684,0.007508098744781397,0.9970197997694643,0.00024184741321127813,13042,114.20157617125956,0.990589357443207,0.0036393869974604373,447209,7220408377.0,144025,1955132292.0,0.0,790411.8628849783,0.9985734664764622,0.007399278754335804,0.9936363263127643,0.003681706601066,0.9936342414051975,0.0045135241937834395,65,9,0.9931655086000684,0.007508098744781397,5180,1707660370.0,169913.91385899993
