# RUN |HMS EVENTS |SHMS EVENTS |HMS TRACK   |E TRACK       |SHMS TRACK   |H TRACK      |PI TRACK     |K TRACK      |p TRACK     |ACC EDTM |PS1|PS3|TIME |CHARGE    |pTrig1   |pTrig3  |COMP LT    |HMS ELEC LT   |SHMS ELEC LT |SENT EDTM
#    | UNCERTAINTIES FOLLOW THE VALUES (i.e. TWICE AS MANY COLUMNS AS INDICATED) |
#
# carbon runs [hmstheta=12.53deg and shmstheta=6.495deg] (5154-58)
#
# 5150 55 uA 
# 5151 JUNK
# 5152 PS1=10
# 5153 PS2=7
# 5154 22425 150 40005905 6325 0.9224 0.0610 0.9721 0.1035 0.8756 0.0038 0.8949 0.0045 0.9011 0.0059 0.8907 0.0077 0.8671 0.0154 28404568 257 65 726.515 38024.455 200972011 48326837 0.9822 0.0018 0.9963 0.0010 0.9823 0.0016 7986135
# 5155 14289 120 39538936 6288 0.9085 0.0514 0.9874 0.0908 0.8849 0.0037 0.9042 0.0044 0.9109 0.0058 0.8958 0.0076 0.8902 0.0154 54408306 257 33 750.204 33345.633 173437030 43120135 0.9907 0.0016 0.9968 0.0010 0.9859 0.0015 7693688
# 5156 7722 88 24811344 4981 0.9054 0.0683 0.9530 0.1118 0.9066 0.0032 0.9251 0.0038 0.9308 0.0049 0.9201 0.0066 0.9036 0.0130 30947994 129 33 722.303 21634.859 110241609 30036146 0.9928 0.0017 0.9977 0.0009 0.9903 0.0014 7223162
# 5157 2176 47 12624690 3553 0.8873 0.0887 0.9884 0.1512 0.9284 0.0031 0.9466 0.0036 0.9517 0.0047 0.9409 0.0064 0.9320 0.0124 31901875 65 17 711.311 10530.525 55788836 18675086 0.9485 0.0015 0.9988 0.0008 0.9951 0.0011 7587561
# 5158 243 16 4457244 2111 0.8676 0.1544 1.0000 0.3780 0.9415 0.0036 0.9606 0.0042 0.9659 0.0055 0.9561 0.0076 0.9388 0.0144 32333964 33 9 725.832 3618.837 23416504 11071779 0.9777 0.0016 0.9995 0.0005 0.9983 0.0008 7258448
#
# LH2 runs [hmstheta=12.53deg and shmstheta=6.495deg] (5150, 5160-63, 5166)
#
# 5160 69402 263 75506931 8689 0.8590 0.0433 0.9486 0.0796 0.7638 0.0047 0.7862 0.0056 0.7893 0.0071 0.7883 0.0100 0.7438 0.0216 18858258 513 129 792.650 42125.422 677258190 94999863 0.9748 0.0016 0.9930 0.0012 0.9487 0.0020 8390759
# 5161 48295 220 84952800 9217 0.8601 0.0360 0.9583 0.0659 0.7960 0.0042 0.8167 0.0050 0.8284 0.0066 0.7997 0.0084 0.7997 0.0189 40659548 513 65 825.124 36355.831 542096343 82639003 0.9629 0.0014 0.9943 0.0011 0.9610 0.0018 8594139
# 5162 29900 173 55739959 7466 0.8883 0.0490 0.9664 0.0894 0.8485 0.0033 0.8671 0.0040 0.8770 0.0051 0.8544 0.0069 0.8389 0.0149 25710050 257 65 744.134 22177.452 309749559 52749668 0.9752 0.0016 0.9960 0.0011 0.9746 0.0017 7663151
# 5163 7821 88 30577257 5530 0.8931 0.0634 0.9714 0.1170 0.8990 0.0029 0.9153 0.0035 0.9195 0.0044 0.9119 0.0063 0.8924 0.0130 28847226 129 33 704.488 10395.134 138046817 28508471 0.9616 0.0016 0.9979 0.0009 0.9880 0.0014 7468444
# 5166 1054 32 11599965 3406 0.9091 0.1256 1.0000 0.2425 0.9344 0.0032 0.9502 0.0038 0.9550 0.0048 0.9448 0.0069 0.9303 0.0140 35596353 65 17 785.207 3661.608 50194716 15063391 0.9909 0.0017 0.9992 0.0007 0.9958 0.0011 7852204
#
# LH2 runs [hmstheta=14.93deg and shmstheta=6.495deg] (5167-71)
#
# 5167 37323 193 181997975 13491 0.9803 0.0369 0.9881 0.0510 0.7442 0.0042 0.7587 0.0050 0.7610 0.0063 0.7605 0.0094 0.7369 0.0165 121311397 1025 33 1016.786 54695.385 1165249964 40991940 0.9764 0.0014 0.9978 0.0008 0.9343 0.0020 10768342
# 5168 19470 140 112728672 10617 0.9755 0.0499 0.9802 0.0692 0.7918 0.0036 0.8021 0.0042 0.8069 0.0053 0.7963 0.0079 0.7858 0.0140 58520361 513 33 774.516 33839.523 693387601 27083900 0.9417 0.0015 0.9982 0.0008 0.9475 0.0020 8458910
# 5169 10914 104 106021710 10297 0.9776 0.0477 0.9955 0.0666 0.8401 0.0035 0.8484 0.0040 0.8531 0.0050 0.8421 0.0077 0.8335 0.0133 141542207 513 17 744.712 21837.524 436106529 20289744 0.9953 0.0016 0.9987 0.0008 0.9663 0.0018 8222558
# 5170 3723 61 59232589 7696 0.9807 0.0790 0.9936 0.1127 0.8983 0.0030 0.9067 0.0035 0.9113 0.0044 0.9005 0.0068 0.8924 0.0112 94636247 257 17 754.574 11129.027 221591231 16039343 0.9773 0.0016 0.9993 0.0006 0.9837 0.0015 9841695
# 5171 576 24 22271275 4719 0.9588 0.1391 0.9600 0.1940 0.9399 0.0023 0.9478 0.0027 0.9520 0.0034 0.9428 0.0053 0.9329 0.0086 59340019 65 9 787.962 3810.362 77022965 9955570 0.9845 0.0015 0.9997 0.0004 0.9940 0.0012 7879760
#############################################
#
# carbon runs [hmstheta=12.53deg and shmstheta=6.495deg] (5154-58)
#
5154 138185 372 61968 249 0.8992 0.0029 0.9729 0.0049 0.8777 0.0038 0.8968 0.0045 0.9024 0.0060 0.8929 0.0078 0.8720 0.0157 112510 257 65 726.515 38024.455 200972011 48326837 0.9822 0.0018 0.9963 0.0010 0.9823 0.0016 7986135
5155 240589 490 60239 245 0.9065 0.0022 0.9766 0.0037 0.8874 0.0039 0.9066 0.0047 0.9131 0.0061 0.8986 0.0080 0.8913 0.0163 214703 257 33 750.204 33345.633 173437030 43120135 0.9907 0.0016 0.9968 0.0010 0.9859 0.0015 7693688
5156 156659 396 94076 307 0.8972 0.0027 0.9816 0.0045 0.9081 0.0032 0.9266 0.0038 0.9324 0.0050 0.9217 0.0067 0.9032 0.0132 241120 129 33 722.303 21634.859 110241609 30036146 0.9928 0.0017 0.9977 0.0009 0.9903 0.0014 7223162
5157 150633 388 108943 330 0.9108 0.0028 0.9866 0.0046 0.9294 0.0031 0.9479 0.0037 0.9529 0.0047 0.9425 0.0064 0.9329 0.0125 487182 65 17 711.311 10530.525 55788836 18675086 0.9485 0.0015 0.9988 0.0008 0.9951 0.0011 7587561
5158 92157 304 83592 289 0.9188 0.0034 0.9904 0.0057 0.9426 0.0036 0.9616 0.0043 0.9664 0.0055 0.9582 0.0076 0.9394 0.0145 957651 33 9 725.832 3618.837 23416504 11071779 0.9777 0.0016 0.9995 0.0005 0.9983 0.0008 7258448
#
# LH2 runs [hmstheta=12.53deg and shmstheta=6.495deg] (5150, 5160-63, 5166)
#
# 5160 130424 361 30800 175 0.8814 0.0029 0.9539 0.0052 0.7672 0.0046 0.7893 0.0056 0.7916 0.0071 0.7900 0.0099 0.7631 0.0218 39680 513 129 792.650 42125.422 677258190 94999863 0.9748 0.0016 0.9930 0.0012 0.9487 0.0020 8390759
# 5161 219343 468 36843 192 0.8767 0.0022 0.9620 0.0039 0.8012 0.0044 0.8221 0.0053 0.8342 0.0070 0.8030 0.0089 0.8120 0.0205 83794 513 65 825.124 36355.831 542096343 82639003 0.9629 0.0014 0.9943 0.0011 0.9610 0.0018 8594139
# 5162 141957 377 74195 272 0.8928 0.0027 0.9711 0.0049 0.8507 0.0034 0.8689 0.0040 0.8788 0.0052 0.8556 0.0069 0.8438 0.0151 102937 257 65 744.134 22177.452 309749559 52749668 0.9752 0.0016 0.9960 0.0011 0.9746 0.0017 7663151
# 5163 134336 367 109833 331 0.8997 0.0028 0.9808 0.0050 0.9005 0.0030 0.9168 0.0035 0.9208 0.0044 0.9135 0.0064 0.8945 0.0131 225154 129 33 704.488 10395.134 138046817 28508471 0.9616 0.0016 0.9979 0.0009 0.9880 0.0014 7468444
# 5166 91315 302 102810 321 0.8985 0.0034 0.9882 0.0061 0.9357 0.0032 0.9513 0.0038 0.9561 0.0048 0.9459 0.0069 0.9316 0.0141 542614 65 17 785.207 3661.608 50194716 15063391 0.9909 0.0017 0.9992 0.0007 0.9958 0.0011 7852204
#
# LH2 runs [hmstheta=14.93deg and shmstheta=6.495deg] (5167-71)
#
# 5167 281182 530 33594 183 0.9744 0.0023 0.9836 0.0032 0.7557 0.0044 0.7703 0.0052 0.7736 0.0065 0.7681 0.0099 0.7529 0.0175 128979 1025 33 1016.786 54695.385 1165249964 40991940 0.9764 0.0014 0.9978 0.0008 0.9343 0.0020 10768342
# 5168 168854 411 60231 245 0.9756 0.0030 0.9857 0.0041 0.7980 0.0035 0.8087 0.0041 0.8131 0.0052 0.8041 0.0078 0.7909 0.0138 121505 513 33 774.516 33839.523 693387601 27083900 0.9417 0.0015 0.9982 0.0008 0.9475 0.0020 8458910
# 5169 219937 469 65807 257 0.9792 0.0026 0.9883 0.0036 0.8489 0.0036 0.8574 0.0042 0.8613 0.0053 0.8510 0.0081 0.8482 0.0141 285686 513 17 744.712 21837.524 436106529 20289744 0.9953 0.0016 0.9987 0.0008 0.9663 0.0018 8222558
# 5170 113192 336 110655 333 0.9817 0.0036 0.9905 0.0050 0.9034 0.0030 0.9116 0.0035 0.9160 0.0044 0.9059 0.0069 0.8972 0.0113 372678 257 17 754.574 11129.027 221591231 16039343 0.9773 0.0016 0.9993 0.0006 0.9837 0.0015 9841695
# 5171 72577 269 207642 456 0.9813 0.0045 0.9912 0.0061 0.9421 0.0023 0.9501 0.0027 0.9541 0.0034 0.9452 0.0053 0.9352 0.0087 904574 65 9 787.962 3810.362 77022965 9955570 0.9845 0.0015 0.9997 0.0004 0.9940 0.0012 7879760
#
# carbon runs [hmstheta=14.93deg and shmstheta=6.495deg] (5175-76, 5178-79, 5181)
#
# 5175 150976 389 246781 497 0.9786 0.0031 0.9883 0.0043 0.8787 0.0020 0.8887 0.0023 0.8924 0.0029 0.8859 0.0043 0.8741 0.0069 270229 65 9 826.961 43860.842 344365425 24261656 0.4336 0.0004 0.9987 0.0007 0.9753 0.0016 10107761
# 5176 149104 386 244158 494 0.9792 0.0031 0.9888 0.0043 0.8921 0.0020 0.9015 0.0023 0.9057 0.0030 0.8965 0.0044 0.8901 0.0071 312391 65 9 740.187 32922.846 255937279 18439610 0.4988 0.0005 0.9988 0.0008 0.9799 0.0016 7805144
