Run_Start,Run_End,Bunch_Spacing,Coin_Offset,nSkip,nWindows,Pion_Prompt_Peak,Kaon_Prompt_Peak,Proton_Prompt_Peak,RF_Offset
8543,8543,4.008,0.250,2,6,43.925,42.679,44.564,-1.990
8582,8582,4.008,0.250,2,6,43.996,42.881,44.594,-1.990
8588,8588,4.008,0.250,2,6,44.001,42.758,44.564,-1.990
8619,8619,4.008,0.250,2,6,43.994,42.796,44.613,-1.990
8620,8620,4.008,0.250,2,6,43.979,42.764,44.618,-1.990
8637,8637,4.008,0.250,2,6,44.040,42.749,44.621,-1.990
8654,8654,4.008,0.250,2,6,43.971,42.717,44.572,-1.990
8657,8657,4.008,0.250,2,6,44.000,42.847,44.581,-1.990
8658,8658,4.008,0.250,2,6,-0.250,42.833,44.524,-1.990
8659,8659,4.008,0.250,2,6,44.035,42.848,44.533,-1.990
8680,8680,4.008,0.250,2,6,44.052,42.880,44.526,-1.990
8685,8685,4.008,0.250,2,6,43.988,42.752,44.553,-1.990
8700,8700,4.008,0.250,2,6,43.975,42.764,44.596,-1.990
8710,8710,4.008,0.250,2,6,44.074,42.813,44.590,-1.990
8719,8719,4.008,0.250,2,6,44.058,42.775,44.591,-1.990
8720,8720,4.008,0.250,2,6,44.059,42.763,44.596,-1.990
8731,8731,4.008,0.250,2,6,44.086,42.765,44.607,-1.990
8732,8732,4.008,0.250,2,6,44.095,42.837,44.574,-1.990
8757,8757,4.008,0.250,2,6,44.069,42.811,44.571,-1.990
8758,8758,4.008,0.250,2,6,44.093,42.821,44.618,-1.990
8767,8767,4.008,0.250,2,6,44.073,42.789,44.594,-1.990
8780,8780,4.008,0.250,2,6,44.113,43.155,44.558,-1.990
8791,8791,4.008,0.250,2,6,44.089,43.155,44.498,-1.990
