4859,4859,4.008,0.25,2,6,47.682,47.682,47.682,-1.03
4860,4860,4.008,0.25,2,6,47.654,47.654,47.654,-1.03
4862,4862,4.008,0.25,2,6,47.657,47.657,47.657,-1.03
4863,4863,4.008,0.25,2,6,47.74,47.74,47.74,-1.03
4864,4864,4.008,0.25,2,6,47.855,47.855,47.855,-1.03
6634,6634,2.004,0.25,2,6,48.504,48.504,48.504,-0.348
6635,6635,2.004,0.25,2,6,48.504,48.504,48.504,-0.348
6636,6636,2.004,0.25,2,6,48.472,48.472,48.472,-0.348
6637,6637,2.004,0.25,2,6,48.515,48.515,48.515,-0.348
7866,7866,4.008,0.25,2,6,43.979,43.979,43.979,1.232
7867,7867,4.008,0.25,2,6,43.981,43.981,43.981,1.232
7868,7868,4.008,0.25,2,6,43.987,43.987,43.987,1.232
7974,7974,4.008,0.25,2,6,43.903,43.903,43.903,2.05
7975,7975,4.008,0.25,2,6,43.905,43.905,43.905,2.05
7976,7976,4.008,0.25,2,6,43.903,43.903,43.903,2.05
7977,7977,4.008,0.25,2,6,43.918,43.918,43.918,2.05
8561,8561,4.008,0.25,2,6,44.606,44.606,44.606,-1.99
8570,8570,4.008,0.25,2,6,44.606,44.606,44.606,-1.99
8572,8572,4.008,0.25,2,6,44.59,44.59,44.59,-1.99
8776,8776,4.008,0.25,2,6,44.505,44.505,44.505,-1.99
8777,8777,4.008,0.25,2,6,44.509,44.509,44.509,-1.99
8778,8778,4.008,0.25,2,6,44.51,44.51,44.51,-1.99
