Run_Start,Run_End,H_hodscin,H_hodbeta_low,H_hodbeta_high,H_dc1,H_dc2,H_dcn,P_hodscin,P_hodbeta_low,P_hodbeta_high,P_dc1,P_dc2,P_dcn
0,9999,0,0.8,1.3,20,20,0.0,0,0.5,1.4,20,20,0.0
