#Plane_2v1
#Card       tzero  t_zero_err      entries
0    -49.50000     0.00000             1583
1    2.97325     0.87011             28989
2    0.57823     0.22754             249946
3    0.05751     0.08562             677801
4    -0.20806     0.21919             107350
5    0.33687     0.54918             35205
6    0.02063     1.05273             2748
