#Plane_1x1
#Card       tzero  t_zero_err      entries
0    0.48487     0.21153             212987
1    1.00706     0.17220             259468
2    1.20136     0.17730             244312
3    0.32846     0.13738             259327
4    0.85098     0.22869             116116
