#Plane_2u1
#Card       tzero  t_zero_err      entries
0    1.43754     0.46942             25127
1    2.07378     0.30415             128672
2    0.93994     0.17717             268923
3    0.11535     0.11558             358516
4    -0.52480     0.17564             198216
5    -0.12395     0.32636             104310
6    24.14286     4.08252             14770
