#Plane_2x2
#Card       tzero  t_zero_err      entries
0    0.32958     0.14346             224001
1    0.22235     0.15986             242101
2    0.19705     0.14999             220256
3    0.30081     0.13920             246493
4    -0.05133     0.17156             164362
