#Plane_1x2
#Card       tzero  t_zero_err      entries
0    3.31700     0.26654             207148
1    0.67377     0.11927             262589
2    0.80139     0.12378             243557
3    0.67260     0.12185             260952
4    0.83443     0.25538             123486
