#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -4.66858     0.63331             14433
1    0.40492     0.28120             113614
2    0.99102     0.18813             232289
3    -0.16943     0.16521             375223
4    -0.30280     0.17163             218358
5    0.41953     0.30867             117740
6    -1.17790     0.63181             25291
