#Plane_1v2
#Card       tzero  t_zero_err      entries
0    1.52849     1.00157             12470
1    1.11407     0.23167             120246
2    1.96290     0.23327             233351
3    0.90541     0.14940             404668
4    1.14968     0.18351             215426
5    1.46100     0.33405             106218
6    1.36335     1.12234             9883
