#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -9.50000     0.00000             1043
1    2.77807     0.57954             25058
2    0.98764     0.19871             212472
3    0.42574     0.10911             710650
4    0.32829     0.19450             109626
5    -0.41152     0.59078             26304
6    0.50000     0.00000             891
