#Plane_1v1
#Card       tzero  t_zero_err      entries
0    3.30663     1.05404             24192
1    0.81513     0.25400             136359
2    1.17979     0.19438             262225
3    1.34102     0.19823             394535
4    2.03776     0.22021             193274
5    2.17003     0.45554             89260
6    -0.12383     0.89907             3992
